"","word","Life and Times (1881)","My Bondage (1855)","Narrative Life (1845)","Travel Diary","sum_word_counts"
"4493","advisedly",2,2,1,0,5
"4494","affirm",2,2,1,0,5
"4495","affords",1,3,0,1,5
"4496","afresh",2,2,1,0,5
"4497","ah",3,1,1,0,5
"4498","ahead",1,1,3,0,5
"4499","aiding",1,2,2,0,5
"4500","airs",1,1,3,0,5
"4501","alittle",5,0,0,0,5
"4502","allotted",2,3,0,0,5
"4503","alphabet",2,2,1,0,5
"4504","already",0,0,0,5,5
"4505","amendments",5,0,0,0,5
"4506","amiable",3,1,0,1,5
"4507","amply",2,3,0,0,5
"4508","amusing",3,2,0,0,5
"4509","andall",5,0,0,0,5
"4510","andby",5,0,0,0,5
"4511","andin",5,0,0,0,5
"4512","andit",5,0,0,0,5
"4513","andthis",5,0,0,0,5
"4514","anglo",2,3,0,0,5
"4515","annihilate",1,3,1,0,5
"4516","anniversary",3,2,0,0,5
"4517","announcing",4,1,0,0,5
"4518","another",0,0,0,5,5
"4519","anthony’s",3,2,0,0,5
"4520","anthonys",4,1,0,0,5
"4521","anticipate",2,3,0,0,5
"4522","appetite",2,3,0,0,5
"4523","apply",3,1,1,0,5
"4524","appreciation",5,0,0,0,5
"4525","aptitude",3,2,0,0,5
"4526","architectural",1,1,0,3,5
"4527","array",2,2,1,0,5
"4528","arresting",2,3,0,0,5
"4529","arriving",1,4,0,0,5
"4530","artful",1,1,3,0,5
"4531","articles",3,2,0,0,5
"4532","artificial",3,2,0,0,5
"4533","assaulted",3,2,0,0,5
"4534","assistant",5,0,0,0,5
"4535","atone",3,2,0,0,5
"4536","attach",2,3,0,0,5
"4537","attain",2,2,1,0,5
"4538","attribute",3,2,0,0,5
"4539","auctioneer’s",0,4,1,0,5
"4540","auspices",3,1,1,0,5
"4541","authors",1,4,0,0,5
"4542","awaiting",2,2,0,1,5
"4543","awhile",1,2,2,0,5
"4544","awkwardness",2,2,1,0,5
"4545","babe",1,3,0,1,5
"4546","balls",3,2,0,0,5
"4547","battered",3,2,0,0,5
"4548","beams",2,3,0,0,5
"4549","beg",3,2,0,0,5
"4550","bell",2,0,2,1,5
"4551","bellows",4,0,0,1,5
"4552","bending",2,2,1,0,5
"4553","benefactor",2,2,1,0,5
"4554","benefactors",4,1,0,0,5
"4555","benignant",2,3,0,0,5
"4556","best",0,0,0,5,5
"4557","binding",3,1,1,0,5
"4558","bird",2,3,0,0,5
"4559","birthday",3,0,2,0,5
"4560","bit",2,2,0,1,5
"4561","blades",2,1,2,0,5
"4562","blessed",2,2,1,0,5
"4563","blindness",2,2,1,0,5
"4564","blotted",1,3,1,0,5
"4565","boarding",2,1,1,1,5
"4566","bonney",0,5,0,0,5
"4567","bosoms",2,2,1,0,5
"4568","bounds",2,3,0,0,5
"4569","bradburn",5,0,0,0,5
"4570","breathe",2,3,0,0,5
"4571","breckenridge",5,0,0,0,5
"4572","briers",2,2,1,0,5
"4573","brown’s",5,0,0,0,5
"4574","brutalizing",1,3,1,0,5
"4575","builder",1,3,1,0,5
"4576","bullet",4,1,0,0,5
"4577","buying",2,2,1,0,5
"4578","calker",1,3,1,0,5
"4579","canal",1,0,0,4,5
"4580","candidate",4,1,0,0,5
"4581","candidates",5,0,0,0,5
"4582","captain’s",4,1,0,0,5
"4583","cares",2,3,0,0,5
"4584","carpet",5,0,0,0,5
"4585","castigation",3,2,0,0,5
"4586","ceaseless",3,1,1,0,5
"4587","censure",1,4,0,0,5
"4588","chairman",4,1,0,0,5
"4589","chalmers",2,3,0,0,5
"4590","characterize",1,4,0,0,5
"4591","characterized",2,2,1,0,5
"4592","charges",2,3,0,0,5
"4593","charm",0,4,0,1,5
"4594","chased",2,2,1,0,5
"4595","chattels",1,4,0,0,5
"4596","check",3,1,1,0,5
"4597","cheer",3,1,1,0,5
"4598","chiefly",4,1,0,0,5
"4599","choose",2,2,1,0,5
"4600","christiana",5,0,0,0,5
"4601","circuit",2,3,0,0,5
"4602","clamor",4,1,0,0,5
"4603","climate",2,1,0,2,5
"4604","clotted",1,1,3,0,5
"4605","collars",2,2,1,0,5
"4606","column",3,1,0,1,5
"4607","combine",2,1,2,0,5
"4608","comer",3,2,0,0,5
"4609","comic",1,4,0,0,5
"4610","commander",5,0,0,0,5
"4611","commencement",2,1,2,0,5
"4612","commerce",2,2,0,1,5
"4613","committing",2,3,0,0,5
"4614","commonest",2,3,0,0,5
"4615","comparison",1,2,1,1,5
"4616","compassion",2,3,0,0,5
"4617","competitors",2,2,1,0,5
"4618","complacency",4,1,0,0,5
"4619","complaining",2,3,0,0,5
"4620","compliance",2,1,2,0,5
"4621","comply",1,2,1,1,5
"4622","comprehended",3,2,0,0,5
"4623","confederate",5,0,0,0,5
"4624","congregation",0,5,0,0,5
"4625","connections",3,1,1,0,5
"4626","conscientious",3,2,0,0,5
"4627","consistent",3,2,0,0,5
"4628","consolation",1,3,1,0,5
"4629","constable",1,1,3,0,5
"4630","consulted",1,2,2,0,5
"4631","contended",2,3,0,0,5
"4632","continually",1,2,2,0,5
"4633","continues",0,3,1,1,5
"4634","contradict",4,1,0,0,5
"4635","contribute",2,3,0,0,5
"4636","controversy",3,2,0,0,5
"4637","convenient",2,3,0,0,5
"4638","conversations",3,2,0,0,5
"4639","convert",2,2,0,1,5
"4640","convey",2,2,1,0,5
"4641","corrupt",0,3,2,0,5
"4642","counted",4,1,0,0,5
"4643","courageous",5,0,0,0,5
"4644","coward",3,2,0,0,5
"4645","cows",2,2,1,0,5
"4646","crawled",2,2,1,0,5
"4647","crisis",5,0,0,0,5
"4648","crowds",2,1,0,2,5
"4649","crush",2,3,0,0,5
"4650","cuff",2,3,0,0,5
"4651","cultivated",1,2,2,0,5
"4652","curb",1,2,1,1,5
"4653","cursing",1,3,1,0,5
"4654","cutter",5,0,0,0,5
"4655","damned",1,1,3,0,5
"4656","darted",2,3,0,0,5
"4657","dash",1,2,2,0,5
"4658","dearest",1,2,2,0,5
"4659","decay",1,2,0,2,5
"4660","decency",1,3,1,0,5
"4661","declarations",0,3,2,0,5
"4662","decline",2,1,0,2,5
"4663","defective",5,0,0,0,5
"4664","defiant",3,2,0,0,5
"4665","deficient",4,1,0,0,5
"4666","deliberate",3,2,0,0,5
"4667","demanding",3,2,0,0,5
"4668","dense",1,2,2,0,5
"4669","departing",2,3,0,0,5
"4670","depravity",2,1,2,0,5
"4671","depressed",2,2,1,0,5
"4672","descend",1,3,1,0,5
"4673","desolation",2,3,0,0,5
"4674","destructive",1,3,1,0,5
"4675","develop",2,3,0,0,5
"4676","devotions",2,2,1,0,5
"4677","dies",0,3,2,0,5
"4678","differing",1,3,0,1,5
"4679","diligently",1,2,2,0,5
"4680","dined",1,1,1,2,5
"4681","disastrously",3,2,0,0,5
"4682","disconsolate",3,2,0,0,5
"4683","discontented",2,2,1,0,5
"4684","discussed",4,1,0,0,5
"4685","displeasure",2,3,0,0,5
"4686","dissatisfied",2,2,1,0,5
"4687","distressed",2,2,1,0,5
"4688","divest",3,1,1,0,5
"4689","dividing",2,3,0,0,5
"4690","dome",3,1,0,1,5
"4691","domicile",2,3,0,0,5
"4692","donkeys",0,0,0,5,5
"4693","doom",2,2,1,0,5
"4694","dorsey",5,0,0,0,5
"4695","dublin",2,2,1,0,5
"4696","dug",3,2,0,0,5
"4697","duration",3,1,1,0,5
"4698","duringthe",5,0,0,0,5
"4699","dwell",1,4,0,0,5
"4700","easiest",3,2,0,0,5
"4701","editorial",2,3,0,0,5
"4702","efficiency",5,0,0,0,5
"4703","elastic",1,4,0,0,5
"4704","elasticity",2,2,1,0,5
"4705","electric",3,2,0,0,5
"4706","emphasis",3,2,0,0,5
"4707","endeavors",2,1,1,1,5
"4708","englishmen",2,3,0,0,5
"4709","enlist",4,1,0,0,5
"4710","enlistments",5,0,0,0,5
"4711","enormity",2,3,0,0,5
"4712","enormous",0,2,2,1,5
"4713","enraged",1,1,3,0,5
"4714","enterprising",4,1,0,0,5
"4715","equals",1,2,1,1,5
"4716","erect",2,2,1,0,5
"4717","errors",2,3,0,0,5
"4718","evenings",1,2,2,0,5
"4719","ever",0,0,0,5,5
"4720","excellence",0,4,1,0,5
"4721","excite",3,2,0,0,5
"4722","exclaiming",2,3,0,0,5
"4723","exclamation",2,3,0,0,5
"4724","exclusion",5,0,0,0,5
"4725","exertion",1,4,0,0,5
"4726","exhort",2,3,0,0,5
"4727","expecting",2,1,1,1,5
"4728","expedient",2,2,1,0,5
"4729","expended",4,1,0,0,5
"4730","expenditure",1,4,0,0,5
"4731","exposition",2,3,0,0,5
"4732","extracts",1,4,0,0,5
"4733","extremely",3,2,0,0,5
"4734","famine",3,2,0,0,5
"4735","fangs",2,2,1,0,5
"4736","fanning",1,2,2,0,5
"4737","father’s",1,1,3,0,5
"4738","february",4,0,0,1,5
"4739","feels",1,4,0,0,5
"4740","fellowship",2,1,1,1,5
"4741","fervent",2,3,0,0,5
"4742","fidelity",5,0,0,0,5
"4743","fifteenth",5,0,0,0,5
"4744","find",0,0,0,5,5
"4745","flattering",3,2,0,0,5
"4746","flocked",2,2,1,0,5
"4747","flower",3,2,0,0,5
"4748","foam",2,2,0,1,5
"4749","foolish",1,4,0,0,5
"4750","forbes",5,0,0,0,5
"4751","forbid",2,3,0,0,5
"4752","forbidden",3,2,0,0,5
"4753","forme",5,0,0,0,5
"4754","founded",2,2,0,1,5
"4755","fowl",2,2,0,1,5
"4756","fox",3,2,0,0,5
"4757","frank",3,1,1,0,5
"4758","fraternity",1,4,0,0,5
"4759","freedom_",2,2,1,0,5
"4760","frown",3,2,0,0,5
"4761","furniture",4,1,0,0,5
"4762","gag",1,4,0,0,5
"4763","gallows",4,1,0,0,5
"4764","gardener",2,1,2,0,5
"4765","gardner",0,0,5,0,5
"4766","gashes",2,2,1,0,5
"4767","gave",0,0,0,5,5
"4768","gay",5,0,0,0,5
"4769","genteel",3,2,0,0,5
"4770","gesture",2,1,1,1,5
"4771","gigantic",3,2,0,0,5
"4772","goaded",2,2,1,0,5
"4773","grandly",3,0,0,2,5
"4774","grandmammy",0,5,0,0,5
"4775","grieved",3,2,0,0,5
"4776","groundless",3,2,0,0,5
"4777","guarded",2,3,0,0,5
"4778","guest",3,1,0,1,5
"4779","guinea",1,4,0,0,5
"4780","gum",2,2,1,0,5
"4781","gun",2,2,1,0,5
"4782","handy",1,2,2,0,5
"4783","happen",1,4,0,0,5
"4784","harassed",2,2,1,0,5
"4785","hardening",1,4,0,0,5
"4786","hardship",2,2,1,0,5
"4787","harry",1,4,0,0,5
"4788","hastened",4,1,0,0,5
"4789","haunted",1,4,0,0,5
"4790","hazard",0,3,2,0,5
"4791","heartless",1,4,0,0,5
"4792","helplessness",1,3,1,0,5
"4793","henceforth",3,1,1,0,5
"4794","henrietta",0,3,2,0,5
"4795","highway",2,2,0,1,5
"4796","honors",5,0,0,0,5
"4797","horace",5,0,0,0,5
"4798","horizon",2,2,0,1,5
"4799","horned",2,2,0,1,5
"4800","horns",2,2,1,0,5
"4801","horribly",1,1,3,0,5
"4802","howard",5,0,0,0,5
"4803","humbled",2,3,0,0,5
"4804","humbly",2,2,1,0,5
"4805","hung",2,3,0,0,5
"4806","husbands",2,2,1,0,5
"4807","hutchinson",3,2,0,0,5
"4808","ican",5,0,0,0,5
"4809","icy",2,2,1,0,5
"4810","ifound",5,0,0,0,5
"4811","ii",1,2,2,0,5
"4812","iii",1,2,2,0,5
"4813","illustrations",1,3,1,0,5
"4814","immeasurable",3,2,0,0,5
"4815","immortal",2,3,0,0,5
"4816","imprisoned",3,2,0,0,5
"4817","imprisonment",3,2,0,0,5
"4818","inaugurated",4,1,0,0,5
"4819","incidental",2,2,1,0,5
"4820","including",4,1,0,0,5
"4821","incomparably",3,1,1,0,5
"4822","inconsistencies",1,2,2,0,5
"4823","incredible",2,3,0,0,5
"4824","incur",0,3,2,0,5
"4825","indies",5,0,0,0,5
"4826","individually",1,4,0,0,5
"4827","individuals",5,0,0,0,5
"4828","ineffable",3,1,1,0,5
"4829","influential",5,0,0,0,5
"4830","inherited",3,2,0,0,5
"4831","injunction",3,2,0,0,5
"4832","innocently",1,4,0,0,5
"4833","inquiries",0,3,2,0,5
"4834","inrochester",5,0,0,0,5
"4835","inseparable",3,2,0,0,5
"4836","instructive",3,2,0,0,5
"4837","instruments",1,4,0,0,5
"4838","insulted",3,2,0,0,5
"4839","insure",3,2,0,0,5
"4840","intemperance",2,3,0,0,5
"4841","intentions",4,1,0,0,5
"4842","intermediate",3,2,0,0,5
"4843","interposition",1,3,1,0,5
"4844","interruptions",3,1,1,0,5
"4845","introduce",3,2,0,0,5
"4846","invariably",1,3,1,0,5
"4847","invincible",1,3,1,0,5
"4848","invoke",1,4,0,0,5
"4849","inwhich",5,0,0,0,5
"4850","irishmen",1,3,1,0,5
"4851","irreligious",2,2,1,0,5
"4852","jackets",2,2,1,0,5
"4853","jacob",0,2,3,0,5
"4854","jefferson",3,1,0,1,5
"4855","joist",1,2,2,0,5
"4856","jones",4,1,0,0,5
"4857","joyful",2,2,1,0,5
"4858","judicial",2,1,2,0,5
"4859","jumped",2,2,1,0,5
"4860","june",3,0,0,2,5
"4861","just",0,0,0,5,5
"4862","justification",2,2,1,0,5
"4863","key",3,2,0,0,5
"4864","knee",1,3,0,1,5
"4865","kneeling",1,2,0,2,5
"4866","know",0,0,0,5,5
"4867","lacerated",1,2,2,0,5
"4868","ladder",1,3,1,0,5
"4869","lands",1,2,1,1,5
"4870","launched",2,1,1,1,5
"4871","lawless",4,1,0,0,5
"4872","laziness",2,3,0,0,5
"4873","leaf",2,2,1,0,5
"4874","leather",4,1,0,0,5
"4875","lectured",2,2,0,1,5
"4876","lectures",4,1,0,0,5
"4877","leg",2,3,0,0,5
"4878","legged",2,2,1,0,5
"4879","liberate",4,1,0,0,5
"4880","liberated",4,1,0,0,5
"4881","liberation",5,0,0,0,5
"4882","lifting",4,1,0,0,5
"4883","lion",2,0,3,0,5
"4884","lively",1,3,1,0,5
"4885","loading",3,1,1,0,5
"4886","loaf",2,3,0,0,5
"4887","locked",4,1,0,0,5
"4888","lofty",3,0,1,1,5
"4889","lucretia’s",2,3,0,0,5
"4890","luxuries",1,2,1,1,5
"4891","machine",1,4,0,0,5
"4892","majesty",2,3,0,0,5
"4893","make",0,0,0,5,5
"4894","male",3,1,1,0,5
"4895","mammy",3,2,0,0,5
"4896","managers",4,0,1,0,5
"4897","managing",3,1,1,0,5
"4898","markets",1,3,0,1,5
"4899","marshals",5,0,0,0,5
"4900","matched",1,3,1,0,5
"4901","me_",2,2,1,0,5
"4902","measuring",3,2,0,0,5
"4903","medicine",3,2,0,0,5
"4904","melted",2,1,2,0,5
"4905","mercifully",2,3,0,0,5
"4906","merits",4,1,0,0,5
"4907","mighthave",5,0,0,0,5
"4908","ministry",4,1,0,0,5
"4909","missionaries",0,2,2,1,5
"4910","mistresses",1,4,0,0,5
"4911","mitchell",3,2,0,0,5
"4912","monopoly",4,1,0,0,5
"4913","mortal",3,2,0,0,5
"4914","mott",5,0,0,0,5
"4915","mount",2,2,1,0,5
"4916","mourn",2,2,1,0,5
"4917","mourning",2,2,1,0,5
"4918","murders",2,2,1,0,5
"4919","musket",2,1,2,0,5
"4920","mygrandmother",5,0,0,0,5
"4921","myold",5,0,0,0,5
"4922","nat",3,2,0,0,5
"4923","natured",3,0,0,2,5
"4924","navy",5,0,0,0,5
"4925","nearest",1,2,2,0,5
"4926","necessaries",2,2,1,0,5
"4927","nerves",2,3,0,0,5
"4928","nets",1,4,0,0,5
"4929","never",0,0,0,5,5
"4930","newyork",5,0,0,0,5
"4931","nile",0,0,0,5,5
"4932","nominal",4,1,0,0,5
"4933","nothave",5,0,0,0,5
"4934","november",4,1,0,0,5
"4935","obstacle",3,2,0,0,5
"4936","occupying",2,2,1,0,5
"4937","ofbeing",5,0,0,0,5
"4938","offences",3,0,2,0,5
"4939","offers",3,1,0,1,5
"4940","omit",3,2,0,0,5
"4941","omitted",3,1,1,0,5
"4942","operations",3,1,1,0,5
"4943","opposing",3,2,0,0,5
"4944","oration",1,4,0,0,5
"4945","oratory",4,1,0,0,5
"4946","ostler",2,3,0,0,5
"4947","other’s",2,3,0,0,5
"4948","overwhelmed",2,2,1,0,5
"4949","paced",3,2,0,0,5
"4950","pale",3,2,0,0,5
"4951","paris",1,1,0,3,5
"4952","parliament",4,1,0,0,5
"4953","participate",3,1,1,0,5
"4954","participation",2,2,1,0,5
"4955","passionate",2,2,1,0,5
"4956","patrick",1,2,2,0,5
"4957","pattern",2,3,0,0,5
"4958","pause",2,3,0,0,5
"4959","pelted",5,0,0,0,5
"4960","peopleof",5,0,0,0,5
"4961","peoria",5,0,0,0,5
"4962","perfection",2,1,0,2,5
"4963","perplexed",1,2,2,0,5
"4964","persistent",4,1,0,0,5
"4965","personality",3,2,0,0,5
"4966","petition",2,3,0,0,5
"4967","pharisees",0,0,5,0,5
"4968","phrase",3,2,0,0,5
"4969","pig",2,2,1,0,5
"4970","pirate",1,2,2,0,5
"4971","planned",2,2,1,0,5
"4972","playmates",2,3,0,0,5
"4973","pleasures",2,3,0,0,5
"4974","plot",3,2,0,0,5
"4975","poets",0,5,0,0,5
"4976","postponed",3,2,0,0,5
"4977","preached",1,4,0,0,5
"4978","precincts",2,3,0,0,5
"4979","preëminently",5,0,0,0,5
"4980","preface",0,3,2,0,5
"4981","preferring",1,4,0,0,5
"4982","preparation",3,2,0,0,5
"4983","preparations",3,2,0,0,5
"4984","preparatory",3,2,0,0,5
"4985","presumed",4,1,0,0,5
"4986","prevented",0,3,2,0,5
"4987","preventing",2,3,0,0,5
"4988","primary",2,3,0,0,5
"4989","prince",2,2,0,1,5
"4990","prior",2,0,3,0,5
"4991","products",1,1,2,1,5
"4992","professor",2,2,1,0,5
"4993","profound",3,2,0,0,5
"4994","pronounced",4,1,0,0,5
"4995","propensities",2,3,0,0,5
"4996","proscribed",2,3,0,0,5
"4997","protracted",4,1,0,0,5
"4998","puffing",2,2,1,0,5
"4999","pull",1,1,2,1,5
"5000","purely",3,2,0,0,5
"5001","purity",1,3,1,0,5
"5002","purposely",3,2,0,0,5
"5003","purse",1,3,1,0,5
"5004","pursuers",2,2,1,0,5
"5005","quarrel",0,3,2,0,5
"5006","quicken",1,3,1,0,5
"5007","quickened",1,3,1,0,5
"5008","quite",0,0,0,5,5
"5009","rally",3,2,0,0,5
"5010","ranked",1,1,3,0,5
"5011","reap",3,2,0,0,5
"5012","recall",3,1,0,1,5
"5013","reconstruction",5,0,0,0,5
"5014","recruiting",4,0,1,0,5
"5015","refer",3,2,0,0,5
"5016","relates",0,2,3,0,5
"5017","released",2,2,1,0,5
"5018","relies",0,5,0,0,5
"5019","remorseless",1,4,0,0,5
"5020","rend",3,2,0,0,5
"5021","repelled",3,1,1,0,5
"5022","reported",3,1,1,0,5
"5023","resemble",3,2,0,0,5
"5024","respectful",4,1,0,0,5
"5025","resulted",2,2,1,0,5
"5026","retaliation",4,0,1,0,5
"5027","reunion",2,3,0,0,5
"5028","reveals",1,4,0,0,5
"5029","revolutionary",1,2,2,0,5
"5030","rightful",2,3,0,0,5
"5031","rigor",2,3,0,0,5
"5032","roar",2,1,2,0,5
"5033","roasting",2,3,0,0,5
"5034","rocked",3,1,1,0,5
"5035","roman",0,0,0,5,5
"5036","ruling",3,2,0,0,5
"5037","ruthless",2,1,2,0,5
"5038","sacrament",0,5,0,0,5
"5039","sacrifice",4,0,1,0,5
"5040","sagacity",2,2,1,0,5
"5041","sailing",2,2,1,0,5
"5042","samaritan",3,2,0,0,5
"5043","sanction",0,3,2,0,5
"5044","sand",0,1,0,4,5
"5045","scantily",1,4,0,0,5
"5046","scars",2,3,0,0,5
"5047","schooling",2,3,0,0,5
"5048","science",2,1,0,2,5
"5049","score",2,3,0,0,5
"5050","scribes",0,0,5,0,5
"5051","seal",2,2,1,0,5
"5052","seasons",2,2,1,0,5
"5053","secession",5,0,0,0,5
"5054","securely",3,2,0,0,5
"5055","seeing",0,0,0,5,5
"5056","seemingly",2,2,1,0,5
"5057","selection",3,1,1,0,5
"5058","senatorial",3,2,0,0,5
"5059","sentence",1,2,1,1,5
"5060","separately",1,1,3,0,5
"5061","setting",0,2,3,0,5
"5062","settle",3,2,0,0,5
"5063","sex",3,1,1,0,5
"5064","shameless",2,3,0,0,5
"5065","shaped",1,2,0,2,5
"5066","sharing",3,2,0,0,5
"5067","sheridan",2,2,1,0,5
"5068","shortest",2,2,1,0,5
"5069","shouts",2,2,1,0,5
"5070","shuddering",3,2,0,0,5
"5071","shutting",1,3,1,0,5
"5072","sickened",1,3,1,0,5
"5073","silenced",3,2,0,0,5
"5074","silently",2,2,0,1,5
"5075","simultaneously",3,2,0,0,5
"5076","sink",2,1,1,1,5
"5077","sinking",2,3,0,0,5
"5078","sinner",1,4,0,0,5
"5079","sitting",2,2,0,1,5
"5080","sketch",2,3,0,0,5
"5081","skirts",2,2,0,1,5
"5082","smart",2,2,1,0,5
"5083","snakish",1,4,0,0,5
"5084","solemnly",2,2,1,0,5
"5085","soliciting",3,2,0,0,5
"5086","someof",5,0,0,0,5
"5087","sore",2,2,1,0,5
"5088","sounded",4,1,0,0,5
"5089","spangled",3,2,0,0,5
"5090","spared",2,3,0,0,5
"5091","spiritless",3,2,0,0,5
"5092","splendor",2,3,0,0,5
"5093","springs",1,4,0,0,5
"5094","spur",3,2,0,0,5
"5095","spy",2,3,0,0,5
"5096","st.michaels",5,0,0,0,5
"5097","standard_",4,1,0,0,5
"5098","stared",3,2,0,0,5
"5099","stationed",3,1,0,1,5
"5100","statute",2,2,1,0,5
"5101","staying",2,1,2,0,5
"5102","still",0,0,0,5,5
"5103","stooping",2,2,1,0,5
"5104","stores",3,1,0,1,5
"5105","stories",2,1,1,1,5
"5106","strained",3,2,0,0,5
"5107","strove",1,1,3,0,5
"5108","structures",0,0,0,5,5
"5109","studied",1,4,0,0,5
"5110","stump",3,1,1,0,5
"5111","stung",2,2,1,0,5
"5112","stunning",2,2,1,0,5
"5113","subjecting",1,3,1,0,5
"5114","subscriber",3,1,1,0,5
"5115","subsequent",3,1,1,0,5
"5116","subsist",2,1,2,0,5
"5117","sunny",3,2,0,0,5
"5118","superiors",2,2,1,0,5
"5119","surface",3,1,0,1,5
"5120","surrender",5,0,0,0,5
"5121","surround",1,3,1,0,5
"5122","surroundings",4,0,0,1,5
"5123","switches",2,1,2,0,5
"5124","sympathized",2,2,1,0,5
"5125","tale",1,3,1,0,5
"5126","talents",1,3,1,0,5
"5127","tempt",2,3,0,0,5
"5128","thatof",5,0,0,0,5
"5129","thegood",5,0,0,0,5
"5130","thegovernment",5,0,0,0,5
"5131","thegreat",5,0,0,0,5
"5132","thehouse",5,0,0,0,5
"5133","theloyal",5,0,0,0,5
"5134","themorning",5,0,0,0,5
"5135","thenight",5,0,0,0,5
"5136","thequestion",5,0,0,0,5
"5137","therefor",2,2,0,1,5
"5138","thesame",5,0,0,0,5
"5139","theslaveholders",5,0,0,0,5
"5140","theycould",5,0,0,0,5
"5141","thieves",3,2,0,0,5
"5142","throne",2,3,0,0,5
"5143","tiger",2,1,2,0,5
"5144","timidity",2,3,0,0,5
"5145","toa",5,0,0,0,5
"5146","tohis",5,0,0,0,5
"5147","tolerated",4,1,0,0,5
"5148","tothis",5,0,0,0,5
"5149","touches",2,3,0,0,5
"5150","traced",1,3,1,0,5
"5151","traces",2,2,1,0,5
"5152","transition",2,3,0,0,5
"5153","tray",1,3,1,0,5
"5154","trifle",3,1,1,0,5
"5155","trimmed",2,3,0,0,5
"5156","trustworthy",3,2,0,0,5
"5157","truthful",1,3,1,0,5
"5158","tumultuous",3,1,0,1,5
"5159","tyrannical",1,4,0,0,5
"5160","ultimate",4,1,0,0,5
"5161","ultimately",5,0,0,0,5
"5162","unceasing",2,3,0,0,5
"5163","uncertain",4,1,0,0,5
"5164","undoubtedly",2,2,1,0,5
"5165","uneasy",2,2,1,0,5
"5166","unlawful",2,2,1,0,5
"5167","unsuccessful",2,3,0,0,5
"5168","untied",2,3,0,0,5
"5169","useless",3,2,0,0,5
"5170","vanquished",3,2,0,0,5
"5171","variety",3,2,0,0,5
"5172","verily",2,2,1,0,5
"5173","vigorously",3,2,0,0,5
"5174","vile",2,3,0,0,5
"5175","villainy",3,2,0,0,5
"5176","volunteer",1,3,1,0,5
"5177","voted",4,1,0,0,5
"5178","voting",3,2,0,0,5
"5179","wake",1,3,1,0,5
"5180","walter",2,2,1,0,5
"5181","wandering",3,2,0,0,5
"5182","wasno",5,0,0,0,5
"5183","wasnow",5,0,0,0,5
"5184","waugh",2,3,0,0,5
"5185","wavered",3,2,0,0,5
"5186","weapons",2,3,0,0,5
"5187","weathers",1,3,1,0,5
"5188","welcomed",3,1,0,1,5
"5189","whaling",2,3,0,0,5
"5190","whatsoever",3,2,0,0,5
"5191","whatwas",5,0,0,0,5
"5192","whereabouts",2,2,1,0,5
"5193","whips",1,2,2,0,5
"5194","whittier",1,3,1,0,5
"5195","whole",0,0,0,5,5
"5196","wholesale",1,1,3,0,5
"5197","wielded",3,1,1,0,5
"5198","winder",1,2,2,0,5
"5199","wishedto",5,0,0,0,5
"5200","withmy",5,0,0,0,5
"5201","withthem",5,0,0,0,5
"5202","wolf",3,2,0,0,5
"5203","worthless",3,2,0,0,5
"5204","wouldbe",5,0,0,0,5
"5205","wrestling",1,2,2,0,5
"5206","yearly",1,2,2,0,5
"5207","yield",3,2,0,0,5
"5208","銔",5,0,0,0,5
"5209","_black_",1,3,0,0,4
"5210","_did_",2,2,0,0,4
"5211","_fact_",2,2,0,0,4
"5212","_form_",2,2,0,0,4
"5213","_friend_",2,2,0,0,4
"5214","_friends",2,1,1,0,4
"5215","_liberty_",3,1,0,0,4
"5216","_men_",2,2,0,0,4
"5217","_not",2,2,0,0,4
"5218","_one_",1,3,0,0,4
"5219","_only_",0,4,0,0,4
"5220","_root_",0,1,3,0,4
"5221","_she_",1,3,0,0,4
"5222","_slave_",1,3,0,0,4
"5223","_thinking_",2,2,0,0,4
"5224","_too",1,3,0,0,4
"5225","_what",1,3,0,0,4
"5226","_why_",2,2,0,0,4
"5227","10",1,3,0,0,4
"5228","1843",2,2,0,0,4
"5229","1847",3,1,0,0,4
"5230","1848",4,0,0,0,4
"5231","1852",1,3,0,0,4
"5232","1854",1,3,0,0,4
"5233","1866",4,0,0,0,4
"5234","2d",3,1,0,0,4
"5235","55th",3,0,1,0,4
"5236","8",1,3,0,0,4
"5237","aaron",4,0,0,0,4
"5238","aback",1,2,1,0,4
"5239","abominable",1,2,1,0,4
"5240","abundantly",2,2,0,0,4
"5241","acceptable",1,2,1,0,4
"5242","accident",1,1,2,0,4
"5243","accounts",2,2,0,0,4
"5244","aches",1,2,1,0,4
"5245","acquaintedwith",4,0,0,0,4
"5246","adhered",3,1,0,0,4
"5247","adjust",3,1,0,0,4
"5248","advancing",3,1,0,0,4
"5249","affectionately",2,2,0,0,4
"5250","afree",4,0,0,0,4
"5251","aims",1,3,0,0,4
"5252","alacrity",3,1,0,0,4
"5253","alexander",3,1,0,0,4
"5254","alliciana",1,2,1,0,4
"5255","allthat",4,0,0,0,4
"5256","aloud",2,2,0,0,4
"5257","altered",2,2,0,0,4
"5258","amalfi",0,0,0,4,4
"5259","amalgamation",2,2,0,0,4
"5260","amazement",1,3,0,0,4
"5261","anchor",2,1,0,1,4
"5262","andhad",4,0,0,0,4
"5263","andone",4,0,0,0,4
"5264","andwas",4,0,0,0,4
"5265","andyet",4,0,0,0,4
"5266","anew",1,1,2,0,4
"5267","annihilated",1,2,1,0,4
"5268","annoyances",3,1,0,0,4
"5269","annually",2,1,1,0,4
"5270","anxieties",2,2,0,0,4
"5271","apostles",3,1,0,0,4
