"","word","Volume 2 (1843-1858)","Volume 7 (1863-1865)","sum_word_counts"
"3065","unprecedented",2,2,4
"3066","unquestionably",2,2,4
"3067","urge",3,1,4
"3068","uttered",3,1,4
"3069","variety",4,0,4
"3070","vested",0,4,4
"3071","vigor",1,3,4
"3072","void",1,3,4
"3073","volunteer",1,3,4
"3074","vouchers",4,0,4
"3075","wagons",0,4,4
"3076","walter",3,1,4
"3077","warm",3,1,4
"3078","weapons",4,0,4
"3079","wear",3,1,4
"3080","wife",4,0,4
"3081","wilson",4,0,4
"3082","withal",2,2,4
"3083","withdrawing",2,2,4
"3084","withdrawn",1,3,4
"3085","withheld",2,2,4
"3086","wolf",1,3,4
"3087","world's",4,0,4
"3088","writer",0,4,4
"3089","writings",1,3,4
"3090","wrought",1,3,4
"3091","zach",4,0,4
"3092","zeal",2,2,4
"3093","11.30",0,3,3
"3094","17th",0,3,3
"3095","1808",3,0,3
"3096","1813",3,0,3
"3097","1825",3,0,3
"3098","1826",3,0,3
"3099","1828",2,1,3
"3100","1840",3,0,3
"3101","1843",3,0,3
"3102","2nd",2,1,3
"3103","30th",1,2,3
"3104","47",3,0,3
"3105","9.30",0,3,3
"3106","ablest",3,0,3
"3107","absent",2,1,3
"3108","academy",0,3,3
"3109","accident",2,1,3
"3110","accommodated",1,2,3
"3111","accomplish",2,1,3
"3112","accords",2,1,3
"3113","accumulation",3,0,3
"3114","accurate",3,0,3
"3115","accustomed",1,2,3
"3116","achievements",0,3,3
"3117","actively",2,1,3
"3118","adaptation",2,1,3
"3119","adds",2,1,3
"3120","adjusted",1,2,3
"3121","affiant",3,0,3
"3122","affords",2,1,3
"3123","aggravated",3,0,3
"3124","agreeable",1,2,3
"3125","agrees",2,1,3
"3126","ah",2,1,3
"3127","aiding",1,2,3
"3128","aids",2,1,3
"3129","air",3,0,3
"3130","alarmed",3,0,3
"3131","alexandria",0,3,3
"3132","allen",1,2,3
"3133","allison",3,0,3
"3134","alluded",3,0,3
"3135","alteration",2,1,3
"3136","alternative",2,1,3
"3137","amend",2,1,3
"3138","amended",3,0,3
"3139","amending",2,1,3
"3140","amendments",2,1,3
"3141","ancient",3,0,3
"3142","anew",3,0,3
"3143","annex",3,0,3
"3144","answering",2,1,3
"3145","answers",3,0,3
"3146","anticipate",2,1,3
"3147","antonio",3,0,3
"3148","applauding",3,0,3
"3149","applicants",1,2,3
"3150","applies",2,1,3
"3151","apprehend",0,3,3
"3152","ardent",3,0,3
"3153","ardently",3,0,3
"3154","argues",3,0,3
"3155","ark",1,2,3
"3156","armistice",0,3,3
"3157","arnold",2,1,3
"3158","aroused",3,0,3
"3159","arrive",3,0,3
"3160","arrives",0,3,3
"3161","ashley",1,2,3
"3162","assailed",3,0,3
"3163","assessment",0,3,3
"3164","assist",1,2,3
"3165","astonishing",3,0,3
"3166","asylum",1,2,3
"3167","attached",3,0,3
"3168","attain",1,2,3
"3169","attitude",2,1,3
"3170","aug",3,0,3
"3171","aver",2,1,3
"3172","awarded",0,3,3
"3173","awhile",3,0,3
"3174","backward",2,1,3
"3175","badly",2,1,3
"3176","bar",3,0,3
"3177","barely",2,1,3
"3178","barney",1,2,3
"3179","barret",3,0,3
"3180","battlefield",3,0,3
"3181","bears",2,1,3
"3182","beaufort",0,3,3
"3183","belgium",0,3,3
"3184","belligerent",0,3,3
"3185","belonged",2,1,3
"3186","bennett",3,0,3
"3187","bermuda",1,2,3
"3188","beware",1,2,3
"3189","bid",1,2,3
"3190","bind",2,1,3
"3191","bitter",2,1,3
"3192","blank",1,2,3
"3193","blanks",0,3,3
"3194","blows",3,0,3
"3195","boarding",2,1,3
"3196","bob",3,0,3
"3197","bogus",3,0,3
"3198","boldly",2,1,3
"3199","bona",2,1,3
"3200","borders",1,2,3
"3201","bore",2,1,3
"3202","boydton",0,3,3
"3203","boys",3,0,3
"3204","breaking",3,0,3
"3205","brigade",0,3,3
"3206","brigades",0,3,3
"3207","brooks",2,1,3
"3208","bull",2,1,3
"3209","burden",2,1,3
"3210","burning",2,1,3
"3211","cal",0,3,3
"3212","camden",0,3,3
"3213","camps",0,3,3
"3214","candid",2,1,3
"3215","cane",0,3,3
"3216","captive",3,0,3
"3217","cargo",0,3,3
"3218","cargoes",0,3,3
"3219","cattle",3,0,3
"3220","caution",1,2,3
"3221","census",3,0,3
"3222","certainty",2,1,3
"3223","cession",3,0,3
"3224","china",0,3,3
"3225","choosing",0,3,3
"3226","circulation",0,3,3
"3227","civilian",0,3,3
"3228","clemency",0,3,3
"3229","clothing",0,3,3
"3230","coal",2,1,3
"3231","cold",2,1,3
"3232","colleague",3,0,3
"3233","colors",2,1,3
"3234","combination",3,0,3
"3235","comfortable",0,3,3
"3236","comment",2,1,3
"3237","commentaries",3,0,3
"3238","commit",2,1,3
"3239","communicate",1,2,3
"3240","communicated",0,3,3
"3241","communities",2,1,3
"3242","commutation",1,2,3
"3243","complaining",1,2,3
"3244","compliance",1,2,3
"3245","composed",2,1,3
"3246","conceive",1,2,3
"3247","concerns",3,0,3
"3248","concession",2,1,3
"3249","concurred",0,3,3
"3250","concurring",2,1,3
"3251","confederation",3,0,3
"3252","confidentially",2,1,3
"3253","confounded",3,0,3
"3254","conjecture",2,1,3
"3255","conscious",3,0,3
"3256","conservative",2,1,3
"3257","consist",1,2,3
"3258","consistently",0,3,3
"3259","constituency",2,1,3
"3260","constructing",1,2,3
"3261","consul",0,3,3
"3262","consular",0,3,3
"3263","consumed",3,0,3
"3264","consummate",0,3,3
"3265","contemplation",2,1,3
"3266","contempt",3,0,3
"3267","contended",2,1,3
"3268","contention",3,0,3
"3269","contents",1,2,3
"3270","continuing",0,3,3
"3271","contractors",2,1,3
"3272","controlling",1,2,3
"3273","convened",0,3,3
"3274","converse",2,1,3
"3275","cordiality",1,2,3
"3276","corrected",1,2,3
"3277","counter",3,0,3
"3278","courses",3,0,3
"3279","covering",2,1,3
"3280","creature",3,0,3
"3281","crimes",1,2,3
"3282","criminal",1,2,3
"3283","crowned",0,3,3
"3284","crush",1,2,3
"3285","cry",2,1,3
"3286","customs",0,3,3
"3287","d.w",0,3,3
"3288","danville",3,0,3
"3289","daring",1,2,3
"3290","dark",1,2,3
"3291","dates",1,2,3
"3292","davis's",0,3,3
"3293","debts",2,1,3
"3294","deceased",3,0,3
"3295","deceive",1,2,3
"3296","deceived",3,0,3
"3297","declined",1,2,3
"3298","decreased",3,0,3
"3299","deems",2,1,3
"3300","defendant",3,0,3
"3301","defending",0,3,3
"3302","define",0,3,3
"3303","definition",1,2,3
"3304","defy",3,0,3
"3305","depended",2,1,3
"3306","derive",1,2,3
"3307","deserved",3,0,3
"3308","designating",1,2,3
"3309","designed",0,3,3
"3310","designs",1,2,3
"3311","desiring",2,1,3
"3312","destitute",1,2,3
"3313","destroying",1,2,3
"3314","detailed",0,3,3
"3315","detained",1,2,3
"3316","detention",1,2,3
"3317","determining",3,0,3
"3318","development",0,3,3
"3319","devolving",0,3,3
"3320","dick",0,3,3
"3321","dictate",3,0,3
"3322","diminished",1,2,3
"3323","disagreeable",2,1,3
"3324","discard",3,0,3
"3325","discarded",3,0,3
"3326","discontinued",1,2,3
"3327","discovery",3,0,3
"3328","discuss",2,1,3
"3329","disgust",3,0,3
"3330","dispatches",0,3,3
"3331","disputed",3,0,3
"3332","disregarded",3,0,3
"3333","dissolution",3,0,3
"3334","dissolving",3,0,3
"3335","distrust",1,2,3
"3336","disturb",3,0,3
"3337","disturbing",1,2,3
"3338","divert",2,1,3
"3339","divide",1,2,3
"3340","doors",3,0,3
"3341","doubts",3,0,3
"3342","drain",3,0,3
"3343","drew",2,1,3
"3344","driving",1,2,3
"3345","dry",1,2,3
"3346","dues",0,3,3
"3347","durable",3,0,3
"3348","earlier",2,1,3
"3349","ears",3,0,3
"3350","eastward",2,1,3
"3351","editor",1,2,3
"3352","edward",1,2,3
"3353","egypt",0,3,3
"3354","eighteenth",0,3,3
"3355","elevation",2,1,3
"3356","em",3,0,3
"3357","embarrass",1,2,3
"3358","embrace",1,2,3
"3359","embraces",0,3,3
"3360","emergencies",2,1,3
"3361","employment",0,3,3
"3362","enabled",2,1,3
"3363","enabling",3,0,3
"3364","encouraging",0,3,3
"3365","energetic",2,1,3
"3366","engage",2,1,3
"3367","england",3,0,3
"3368","english",1,2,3
"3369","enhancing",3,0,3
"3370","enlarged",1,2,3
"3371","enlarging",2,1,3
"3372","enlisted",0,3,3
"3373","enrolment",0,3,3
"3374","ensuing",0,3,3
"3375","entertain",1,2,3
"3376","entertained",2,1,3
"3377","enthusiasm",2,1,3
"3378","entitle",2,1,3
"3379","entry",0,3,3
"3380","equals",3,0,3
"3381","equivalents",3,0,3
"3382","equivocation",3,0,3
"3383","ere",1,2,3
"3384","erroneous",3,0,3
"3385","essence",3,0,3
"3386","european",0,3,3
"3387","excepting",0,3,3
"3388","excited",1,2,3
"3389","exciting",2,1,3
"3390","execute",0,3,3
"3391","exequatur",0,3,3
"3392","exhibit",0,3,3
"3393","expansion",2,1,3
"3394","expectations",0,3,3
"3395","expecting",0,3,3
"3396","expects",2,1,3
"3397","expedition",0,3,3
"3398","experienced",2,1,3
"3399","expiration",1,2,3
"3400","expresses",0,3,3
"3401","expressing",1,2,3
"3402","extensive",1,2,3
"3403","extinct",3,0,3
"3404","extra",2,1,3
"3405","extremely",3,0,3
"3406","extremity",2,1,3
"3407","facilities",0,3,3
"3408","facility",1,2,3
"3409","fairs",0,3,3
"3410","familiar",3,0,3
"3411","fatal",3,0,3
"3412","fault",2,1,3
"3413","feared",2,1,3
"3414","feeble",2,1,3
"3415","fees",2,1,3
"3416","felony",3,0,3
"3417","female",1,2,3
"3418","fide",2,1,3
"3419","fidelity",1,2,3
"3420","fields",2,1,3
"3421","file",2,1,3
"3422","filed",2,1,3
"3423","finances",1,2,3
"3424","firing",0,3,3
"3425","flags",0,3,3
"3426","float",3,0,3
"3427","flow",1,2,3
"3428","footing",0,3,3
"3429","forbore",3,0,3
"3430","forborne",2,1,3
"3431","forgot",3,0,3
"3432","formal",0,3,3
"3433","forms",1,2,3
"3434","forts",0,3,3
"3435","fortunate",2,1,3
"3436","foster",0,3,3
"3437","fostering",0,3,3
"3438","fourths",0,3,3
"3439","francisco",0,3,3
"3440","frankness",1,2,3
"3441","fraternal",2,1,3
"3442","freedmen",0,3,3
"3443","fresh",2,1,3
"3444","frontier",0,3,3
"3445","fundamental",2,1,3
"3446","gains",2,1,3
"3447","gallantry",0,3,3
"3448","garrison",0,3,3
"3449","general's",1,2,3
"3450","generations",2,1,3
"3451","gibson",0,3,3
"3452","gibson's",0,3,3
"3453","gift",0,3,3
"3454","gillmore",0,3,3
"3455","gipson",3,0,3
"3456","glance",2,1,3
"3457","goad",3,0,3
"3458","gradually",3,0,3
"3459","graves",2,1,3
"3460","greenback",0,3,3
"3461","grew",3,0,3
"3462","grief",2,1,3
"3463","grip",2,1,3
"3464","gross",2,1,3
"3465","grossly",3,0,3
"3466","growth",1,2,3
"3467","gurney",1,2,3
"3468","habitually",3,0,3
"3469","hancock",0,3,3
"3470","hardin's",3,0,3
"3471","hawaiian",0,3,3
"3472","heavenly",1,2,3
"3473","heirs",3,0,3
"3474","helm",0,3,3
"3475","hereinafter",0,3,3
"3476","hero",3,0,3
"3477","heroic",1,2,3
"3478","heroism",0,3,3
"3479","hesitate",3,0,3
"3480","hodges",0,3,3
"3481","hog",3,0,3
"3482","honorably",0,3,3
"3483","hook",1,2,3
"3484","hopeless",2,1,3
"3485","hosts",3,0,3
"3486","hot",2,1,3
"3487","houston",0,3,3
"3488","hoyt",3,0,3
"3489","huckleberries",3,0,3
"3490","humiliation",0,3,3
"3491","hundredth",0,3,3
"3492","hunted",3,0,3
"3493","hushed",3,0,3
"3494","ideas",1,2,3
"3495","idle",3,0,3
"3496","immigrants",0,3,3
"3497","imports",0,3,3
"3498","impropriety",2,1,3
"3499","improving",2,1,3
"3500","inalienable",3,0,3
"3501","inaugurated",1,2,3
"3502","inauguration",2,1,3
"3503","incidents",1,2,3
"3504","incompatible",0,3,3
"3505","ind",0,3,3
"3506","indentured",3,0,3
"3507","indorse",0,3,3
"3508","indorsing",3,0,3
"3509","induces",1,2,3
"3510","inducing",1,2,3
"3511","inexhaustible",0,3,3
"3512","infer",1,2,3
"3513","inferior",3,0,3
"3514","injure",3,0,3
"3515","injurious",2,1,3
"3516","injuriously",0,3,3
"3517","inoperative",2,1,3
"3518","inquired",2,1,3
"3519","insane",3,0,3
"3520","insignificant",3,0,3
"3521","insisted",1,2,3
"3522","insists",3,0,3
"3523","inst",1,2,3
"3524","installed",1,2,3
"3525","instituted",1,2,3
"3526","instruments",3,0,3
"3527","intends",1,2,3
"3528","interfering",1,2,3
"3529","intimated",2,1,3
"3530","intrinsically",2,1,3
"3531","introducing",3,0,3
"3532","intrusted",1,2,3
"3533","invade",3,0,3
"3534","invented",3,0,3
"3535","invention",3,0,3
"3536","invested",0,3,3
"3537","investigate",0,3,3
"3538","investigation",0,3,3
"3539","inviting",2,1,3
"3540","involuntary",1,2,3
"3541","irritation",1,2,3
"3542","issuing",0,3,3
"3543","jacksonville",2,1,3
"3544","jealousy",2,1,3
"3545","jesse",3,0,3
"3546","jewel",1,2,3
"3547","joyous",2,1,3
"3548","judged",1,2,3
"3549","judging",1,2,3
"3550","jurisdictional",3,0,3
"3551","justification",3,0,3
"3552","kaskaskia",3,0,3
"3553","kings",3,0,3
"3554","knell",3,0,3
"3555","labored",1,2,3
"3556","lacon",3,0,3
"3557","lady",1,2,3
"3558","lane",0,3,3
"3559","lasting",1,2,3
"3560","latitude",3,0,3
"3561","lawfully",1,2,3
"3562","league",0,3,3
"3563","leagues",3,0,3
"3564","learning",2,1,3
"3565","letting",3,0,3
"3566","levied",0,3,3
"3567","liberia",2,1,3
"3568","limb",0,3,3
"3569","limitations",1,2,3
"3570","lion",3,0,3
"3571","lips",2,1,3
"3572","listened",3,0,3
"3573","literal",3,0,3
"3574","litigation",3,0,3
"3575","lived",1,2,3
"3576","locate",3,0,3
"3577","lock",2,1,3
"3578","lopez",3,0,3
"3579","losses",1,2,3
"3580","lot",1,2,3
"3581","lots",3,0,3
"3582","lvi",0,3,3
"3583","lying",3,0,3
"3584","maker",2,1,3
"3585","malice",1,2,3
"3586","mandamus",3,0,3
"3587","manhood",3,0,3
"3588","manifested",0,3,3
"3589","manifestly",3,0,3
"3590","mankind",1,2,3
"3591","map",3,0,3
"3592","marked",1,2,3
"3593","married",3,0,3
"3594","marshall",2,1,3
"3595","matteson's",3,0,3
"3596","mature",1,2,3
"3597","memphis",0,3,3
"3598","menace",2,1,3
"3599","metals",0,3,3
"3600","miller",3,0,3
"3601","mingled",2,1,3
"3602","minor",1,2,3
"3603","miscellaneous",1,2,3
"3604","mischief",3,0,3
"3605","miserable",3,0,3
"3606","mistakes",1,2,3
"3607","mixed",1,2,3
"3608","moderate",2,1,3
"3609","moment's",2,1,3
"3610","monocacy",0,3,3
"3611","monstrous",3,0,3
"3612","mortal",1,2,3
"3613","mortals",2,1,3
"3614","morton",0,3,3
"3615","mother's",3,0,3
"3616","mourning",1,2,3
"3617","multiply",1,2,3
"3618","murderous",3,0,3
"3619","nathaniel",3,0,3
"3620","naturalized",0,3,3
"3621","naught",2,1,3
"3622","negligence",3,0,3
"3623","neighboring",2,1,3
"3624","neutral",3,0,3
"3625","newport",0,3,3
"3626","niles's",3,0,3
"3627","nineteenth",0,3,3
"3628","ninety",2,1,3
"3629","noblest",3,0,3
"3630","nominee",2,1,3
"3631","nonsense",3,0,3
"3632","notifying",0,3,3
"3633","null",1,2,3
"3634","nullification",3,0,3
"3635","numbered",2,1,3
"3636","numerous",1,2,3
"3637","oaths",0,3,3
"3638","obeyed",1,2,3
"3639","objected",1,2,3
"3640","obnoxious",3,0,3
"3641","offended",3,0,3
"3642","operating",0,3,3
"3643","orators",2,1,3
"3644","orphans",0,3,3
"3645","otis",3,0,3
"3646","outrageous",2,1,3
"3647","overthrown",0,3,3
"3648","overwhelming",2,1,3
"3649","pages",1,2,3
"3650","paragraph",3,0,3
"3651","pardons",0,3,3
"3652","partial",3,0,3
"3653","partiality",2,1,3
"3654","passions",2,1,3
"3655","patriots",1,2,3
"3656","peck",3,0,3
"3657","pecuniary",2,1,3
"3658","penalties",1,2,3
"3659","pension",1,2,3
"3660","percentage",3,0,3
"3661","performance",2,1,3
"3662","peril",3,0,3
"3663","permanently",2,1,3
"3664","perpetuity",3,0,3
"3665","persisted",0,3,3
"3666","persuade",3,0,3
"3667","phillips",1,2,3
"3668","philosophy",2,1,3
"3669","pick",1,2,3
"3670","pickett",0,3,3
"3671","pieces",1,2,3
"3672","placing",0,3,3
"3673","planters",0,3,3
"3674","politicians",2,1,3
"3675","postage",2,1,3
"3676","posts",0,3,3
"3677","preach",0,3,3
"3678","precedents",3,0,3
"3679","precious",0,3,3
"3680","preference",3,0,3
"3681","premises",2,1,3
"3682","presentation",0,3,3
"3683","presidents",3,0,3
"3684","prevail",1,2,3
"3685","preventing",1,2,3
"3686","privates",3,0,3
"3687","prize",0,3,3
"3688","product",0,3,3
"3689","profitable",2,1,3
"3690","program",0,3,3
"3691","programme",0,3,3
"3692","promises",0,3,3
"3693","promote",0,3,3
"3694","prompt",1,2,3
"3695","protected",0,3,3
"3696","providing",3,0,3
"3697","publicly",2,1,3
"3698","publish",1,2,3
"3699","publishers",2,1,3
"3700","purposely",2,1,3
"3701","questioned",1,2,3
"3702","quincy",3,0,3
"3703","quote",2,1,3
"3704","quoted",3,0,3
"3705","radical",2,1,3
"3706","rally",2,1,3
"3707","ran",3,0,3
"3708","randolph",2,1,3
"3709","range",2,1,3
"3710","ranges",1,2,3
"3711","raymond",0,3,3
"3712","reasoning",3,0,3
"3713","rebuke",3,0,3
"3714","recited",0,3,3
"3715","recognition",1,2,3
"3716","reconsider",3,0,3
"3717","recover",2,1,3
"3718","recruiting",0,3,3
"3719","recur",2,1,3
"3720","redemption",2,1,3
"3721","referring",2,1,3
"3722","reflect",1,2,3
"3723","refrain",2,1,3
"3724","refusal",2,1,3
"3725","relates",1,2,3
"3726","relative",1,2,3
"3727","relaxed",0,3,3
"3728","relinquish",2,1,3
"3729","remanded",3,0,3
"3730","remarked",1,2,3
"3731","reopened",1,2,3
"3732","repealing",3,0,3
"3733","repeating",1,2,3
"3734","requests",1,2,3
"3735","requirements",0,3,3
"3736","requisite",1,2,3
"3737","residence",2,1,3
"3738","resolute",3,0,3
"3739","respecting",0,3,3
"3740","responsibilities",0,3,3
"3741","rests",1,2,3
"3742","resumed",2,1,3
"3743","retract",0,3,3
"3744","retreat",1,2,3
"3745","retreating",0,3,3
"3746","revere",2,1,3
"3747","revoke",0,3,3
"3748","revolutions",3,0,3
"3749","reward",2,1,3
"3750","rhode",1,2,3
"3751","richardson",3,0,3
"3752","rid",3,0,3
"3753","rightfully",3,0,3
"3754","rising",2,1,3
"3755","risk",1,2,3
"3756","robinson",1,2,3
"3757","rolls",0,3,3
"3758","royal",1,2,3
"3759","ruffians",3,0,3
"3760","ruin",1,2,3
"3761","salary",3,0,3
"3762","sales",0,3,3
"3763","sanitary",0,3,3
"3764","satisfactorily",1,2,3
"3765","scared",2,1,3
"3766","scattered",1,2,3
"3767","scheme",2,1,3
"3768","schurz",0,3,3
"3769","score",2,1,3
"3770","seas",1,2,3
"3771","secession",0,3,3
"3772","sectional",3,0,3
"3773","sedgwick",0,3,3
"3774","seeks",3,0,3
"3775","selling",2,1,3
"3776","sends",0,3,3
"3777","separated",2,1,3
"3778","seymour",0,3,3
"3779","shafts",3,0,3
"3780","sheep",0,3,3
"3781","shelter",2,1,3
"3782","shenandoah",0,3,3
"3783","sheridan's",0,3,3
"3784","sherman's",0,3,3
"3785","shields",3,0,3
"3786","shocked",1,2,3
"3787","shoulder",3,0,3
"3788","shrinking",3,0,3
"3789","sick",2,1,3
"3790","sickness",3,0,3
"3791","sight",2,1,3
"3792","signature",0,3,3
"3793","silly",2,1,3
"3794","silver",0,3,3
"3795","sincerity",2,1,3
"3796","sixteenth",0,3,3
"3797","smelling",3,0,3
"3798","sober",3,0,3
"3799","solemnly",1,2,3
"3800","specimen",2,1,3
"3801","spell",3,0,3
"3802","squadron",0,3,3
"3803","sr",0,3,3
"3804","standard",3,0,3
"3805","steam",0,3,3
"3806","steps",1,2,3
"3807","stern",3,0,3
"3808","stipulation",2,1,3
"3809","stir",3,0,3
"3810","stock",2,1,3
"3811","stop",3,0,3
"3812","stopped",1,2,3
"3813","stout",3,0,3
"3814","strain",2,1,3
"3815","strangely",2,1,3
"3816","streams",2,1,3
"3817","stringfellow",3,0,3
"3818","structure",2,1,3
"3819","struggles",3,0,3
"3820","stuck",3,0,3
"3821","studied",1,2,3
"3822","stuff",3,0,3
"3823","subscriptions",3,0,3
"3824","succession",3,0,3
"3825","successively",3,0,3
"3826","suddenly",1,2,3
"3827","sued",3,0,3
"3828","sullivan",1,2,3
"3829","summer",1,2,3
"3830","sunday",0,3,3
"3831","superintendent",2,1,3
"3832","superseded",3,0,3
"3833","supremacy",2,1,3
"3834","survey",2,1,3
"3835","surveyed",1,2,3
"3836","suspending",0,3,3
"3837","sutton",3,0,3
"3838","sweep",2,1,3
"3839","swelling",2,1,3
"3840","swift",2,1,3
"3841","swung",3,0,3
"3842","sympathies",2,1,3
"3843","tad",0,3,3
"3844","talent",3,0,3
"3845","talents",2,1,3
"3846","taunt",3,0,3
"3847","tazewell",3,0,3
"3848","teaches",3,0,3
"3849","telegrams",0,3,3
"3850","temper",0,3,3
"3851","tendering",0,3,3
"3852","terminate",2,1,3
"3853","terminated",0,3,3
"3854","testify",3,0,3
"3855","therefor",0,3,3
"3856","thornton",2,1,3
"3857","thou",3,0,3
"3858","threw",3,0,3
"3859","thy",3,0,3
"3860","toil",1,2,3
"3861","torch",3,0,3
"3862","tract",3,0,3
"3863","traffic",0,3,3
"3864","transaction",2,1,3
"3865","transit",0,3,3
"3866","transported",0,3,3
"3867","tribunal",2,1,3
"3868","trifling",3,0,3
"3869","trustees",0,3,3
"3870","tunnel",3,0,3
"3871","turner",3,0,3
"3872","tyler",3,0,3
"3873","tyrants",3,0,3
"3874","unanimously",3,0,3
"3875","undone",1,2,3
"3876","undue",3,0,3
"3877","unequal",3,0,3
"3878","unfinished",1,2,3
"3879","universe",1,2,3
"3880","unmistakable",3,0,3
"3881","unnecessary",0,3,3
"3882","unorganized",3,0,3
"3883","unprepared",0,3,3
"3884","unsatisfactory",2,1,3
"3885","untrue",3,0,3
"3886","unworthy",1,2,3
"3887","upper",3,0,3
"3888","urging",3,0,3
"3889","vain",0,3,3
"3890","valid",1,2,3
"3891","valley",0,3,3
"3892","vastly",3,0,3
"3893","ventured",1,2,3
"3894","veteran",0,3,3
"3895","victories",0,3,3
"3896","vigilance",0,3,3
"3897","viii",1,2,3
"3898","vinton",3,0,3
"3899","virtue",2,1,3
"3900","vocation",2,1,3
"3901","voices",3,0,3
"3902","vol",3,0,3
"3903","voluntary",0,3,3
"3904","volunteered",1,2,3
"3905","wages",2,1,3
"3906","waging",2,1,3
"3907","wards",1,2,3
"3908","warrant",1,2,3
"3909","warrants",0,3,3
"3910","wash",3,0,3
"3911","washburne",3,0,3
"3912","watching",2,1,3
"3913","wead",3,0,3
"3914","weaken",1,2,3
"3915","weight",2,1,3
"3916","westward",2,1,3
"3917","whipped",3,0,3
"3918","widows",0,3,3
"3919","williamson",1,2,3
"3920","wilmington",0,3,3
"3921","wind",2,1,3
"3922","winds",2,1,3
"3923","winter",1,2,3
"3924","wisest",1,2,3
"3925","withered",3,0,3
"3926","won",2,1,3
"3927","workings",3,0,3
"3928","worthless",2,1,3
"3929","wounds",0,3,3
"3930","writes",2,1,3
"3931","ye",3,0,3
"3932","yeatman",0,3,3
"3933","yielded",3,0,3
"3934","1,1865",0,2,2
"3935","1,456,514",0,2,2
"3936","1.25",2,0,2
"3937","1.30",0,2,2
"3938","11.15",0,2,2
"3939","11.25",0,2,2
"3940","12.30",0,2,2
"3941","16th",0,2,2
"3942","1776",2,0,2
"3943","1791",2,0,2
"3944","1793",2,0,2
"3945","18,842,558.71",0,2,2
"3946","1806",2,0,2
"3947","1807",2,0,2
"3948","1809",2,0,2
"3949","181,086,635.07",0,2,2
"3950","1810",2,0,2
"3951","1811",2,0,2
"3952","1815",2,0,2
"3953","1816",2,0,2
"3954","1827",2,0,2
"3955","1829",2,0,2
"3956","1831",2,0,2
"3957","1841",2,0,2
"3958","2.30",0,2,2
"3959","2.50",2,0,2
"3960","21st",1,1,2
"3961","23d",1,1,2
"3962","24th",0,2,2
"3963","267",1,1,2
"3964","27th",0,2,2
"3965","29,1864",0,2,2
"3966","2d",1,1,2
"3967","3,982,011",0,2,2
"3968","3.30",0,2,2
"3969","300,000",0,2,2
"3970","35",2,0,2
